,2.0935493e-01,1.0017725e+02
,2.0945550e-01,1.0018443e+02
,2.0966899e-01,1.0019965e+02
,2.1038480e-01,1.0025058e+02
,2.1038480e-01,1.0025058e+02
,2.1068196e-01,1.0027167e+02
,2.1118692e-01,1.0030744e+02
,2.1150121e-01,1.0032966e+02
,2.1438976e-01,1.0053236e+02
,2.1602860e-01,1.0064615e+02
,2.1914818e-01,1.0086038e+02
,2.1925968e-01,1.0086799e+02
,2.2412794e-01,1.0119613e+02
,2.2466075e-01,1.0123161e+02
,2.2758577e-01,1.0142490e+02
,2.2981387e-01,1.0157048e+02
,2.3499453e-01,1.0190359e+02
,2.3499453e-01,1.0190359e+02
,2.3621797e-01,1.0198118e+02
,2.4087108e-01,1.0227266e+02
,2.4235448e-01,1.0236440e+02
,2.4487761e-01,1.0251916e+02
,2.4855408e-01,1.0274184e+02
,2.5046668e-01,1.0285638e+02
,2.5504385e-01,1.0312698e+02
,2.5628254e-01,1.0319938e+02
,2.6112366e-01,1.0347901e+02
,2.6483065e-01,1.0368964e+02
,2.6854008e-01,1.0389749e+02
,2.7263619e-01,1.0412369e+02
,2.7801832e-01,1.0441580e+02
,2.8088509e-01,1.0456909e+02
,2.8515292e-01,1.0479442e+02
,2.9191314e-01,1.0514454e+02
,2.9198417e-01,1.0514817e+02
,3.0230848e-01,1.0566740e+02
,3.0307735e-01,1.0570536e+02
,3.1142828e-01,1.0611151e+02
,3.1190544e-01,1.0613439e+02
,3.2119086e-01,1.0657274e+02
,3.2160834e-01,1.0659215e+02
,3.3223604e-01,1.0707795e+02
,3.3224319e-01,1.0707827e+02
,3.4089229e-01,1.0746228e+02
,3.4172808e-01,1.0749887e+02
,3.5103472e-01,1.0790038e+02
,3.5113639e-01,1.0790470e+02
,3.6070987e-01,1.0830665e+02
,3.6141870e-01,1.0833598e+02
,3.7071422e-01,1.0871544e+02
,3.7186639e-01,1.0876181e+02
,3.8144378e-01,1.0914178e+02
,3.9144770e-01,1.0952862e+02
,3.9224839e-01,1.0955915e+02
,3.9258024e-01,1.0957179e+02
,3.9268608e-01,1.0957582e+02
,3.9418334e-01,1.0963268e+02
,3.9473357e-01,1.0965352e+02
,3.9487455e-01,1.0965886e+02
,3.9638143e-01,1.0971577e+02
,3.9669174e-01,1.0972747e+02
,3.9796806e-01,1.0977547e+02
,3.9824568e-01,1.0978589e+02
,3.9887215e-01,1.0980937e+02
,3.9897348e-01,1.0981317e+02
,3.9967262e-01,1.0983933e+02
,3.9967515e-01,1.0983943e+02
,4.0015024e-01,1.0985718e+02
,4.0018828e-01,1.0985860e+02
,4.0077870e-01,1.0988063e+02
,4.0086148e-01,1.0988371e+02
,4.0139121e-01,1.0990345e+02
,4.0140884e-01,1.0990410e+02
,4.0187534e-01,1.0992146e+02
,4.0192494e-01,1.0992330e+02
,4.0211458e-01,1.0993035e+02
,4.0219354e-01,1.0993329e+02
,4.0308423e-01,1.0996634e+02
,4.0316311e-01,1.0996926e+02
,4.0371110e-01,1.0998956e+02
,4.0500688e-01,1.1003744e+02
,4.0516065e-01,1.1004312e+02
,4.0524056e-01,1.1004606e+02
,4.0555549e-01,1.1005767e+02
,4.0586441e-01,1.1006905e+02
,4.0623924e-01,1.1008284e+02
,4.0626663e-01,1.1008385e+02
,4.0743981e-01,1.1012694e+02
,4.0793327e-01,1.1014502e+02
,4.0830294e-01,1.1015856e+02
,4.0833550e-01,1.1015975e+02
,4.0843948e-01,1.1016355e+02
,4.0874253e-01,1.1017464e+02
,4.0883384e-01,1.1017798e+02
,4.0894223e-01,1.1018194e+02
,4.0924027e-01,1.1019282e+02
,4.0929921e-01,1.1019497e+02
,4.0974677e-01,1.1021131e+02
,4.1021015e-01,1.1022819e+02
,4.1044600e-01,1.1023678e+02
,4.1056809e-01,1.1024123e+02
,4.1063543e-01,1.1024368e+02
,4.1097282e-01,1.1025595e+02
,4.1104970e-01,1.1025874e+02
,4.1111665e-01,1.1026118e+02
,4.1126176e-01,1.1026645e+02
,4.1143978e-01,1.1027292e+02
,4.1169183e-01,1.1028207e+02
,4.1188106e-01,1.1028894e+02
,4.1193153e-01,1.1029077e+02
,4.1209049e-01,1.1029653e+02
,4.1210464e-01,1.1029704e+02
,4.1253585e-01,1.1031267e+02
,4.1265809e-01,1.1031710e+02
,4.1284374e-01,1.1032382e+02
,4.1286109e-01,1.1032445e+02
,4.1361872e-01,1.1035184e+02
,4.1372550e-01,1.1035570e+02
,4.1430718e-01,1.1037669e+02
,4.1491776e-01,1.1039870e+02
,4.1513160e-01,1.1040640e+02
,4.1633940e-01,1.1044981e+02
,4.1640608e-01,1.1045220e+02
,4.1690121e-01,1.1046996e+02
,4.1720463e-01,1.1048083e+02
,4.1861382e-01,1.1053122e+02
,4.1893756e-01,1.1054277e+02
,4.1896622e-01,1.1054379e+02
,4.1994518e-01,1.1057867e+02
,4.2002423e-01,1.1058148e+02
,4.2011049e-01,1.1058455e+02
,4.2045751e-01,1.1059688e+02
,4.2191609e-01,1.1064863e+02
,4.2246622e-01,1.1066810e+02
,4.2258488e-01,1.1067230e+02
,4.2302934e-01,1.1068801e+02
,4.2348317e-01,1.1070403e+02
,4.2434673e-01,1.1073447e+02
,4.2498824e-01,1.1075704e+02
,4.2596190e-01,1.1079123e+02
,4.2653844e-01,1.1081145e+02
,4.2706273e-01,1.1082980e+02
,4.2795452e-01,1.1086097e+02
